sameAsWork,guid,work_title,user_name,user_mail,status,promote,sticky,lng,issued,field_creator_url,field_creator_title,field_access,formats,simple_type,field_subject_area,field_ddc,languages,field_topic,field_location_taxonomize_terms,field_license,field_ilc,field_autor,alt_title,english_title,description,country,locality,postal_code,street,field_contact
http://publications.europa.eu/resource/dataset/communication-justification,cea32eda-d898-11e9-9c4e-01aa75ed71a1.0001.03,Communication justification,PublicationsEuropeEU,op-eu-vocabularies@publications.europa.eu,1,1,0,EN,2019-09-18,http://viaf.org/viaf/229069752,Publications Office of the European Union,Free,SKOS,name authority list,"General works, Computer science and Information",001 Knowledge,English,government,Luxembourg,CC BY-SA: Creative Commons Attribution-ShareAlike License,V: general class,Publications Office of the European Union,Communication justification name authority list,Communication justification,This table provides the justification for restricting access rights to resources within the context of public procurement.,LU,Luxembourg,L-2985,2 rue Mercier,OP-EU-VOCABULARIES@publications.europa.eu
http://publications.europa.eu/resource/dataset/concept-status,a8bc15b0-17b8-11e8-ac73-01aa75ed71a1.0001.06,Concept status,PublicationsEuropeEU,op-eu-vocabularies@publications.europa.eu,1,1,0,EN,2015-02-17,http://viaf.org/viaf/229069752,Publications Office of the European Union,Free,SKOS,name authority list,"General works, Computer science and Information",001 Knowledge,English,government,Luxembourg,CC BY-SA: Creative Commons Attribution-ShareAlike License,V: general class,Publications Office of the European Union,Concept status name authority list,Concept status,This table is an internal table at the Publications Office and provides the various statuses used in a harmonized way amongst the various tables (NALs).,LU,Luxembourg,L-2985,2 rue Mercier,OP-EU-VOCABULARIES@publications.europa.eu
http://publications.europa.eu/resource/dataset/continent,e4265faf-261c-11e8-ac73-01aa75ed71a1.0001.02,Continent,PublicationsEuropeEU,op-eu-vocabularies@publications.europa.eu,1,1,0,EN,2015-02-17,http://viaf.org/viaf/229069752,Publications Office of the European Union,Free,SKOS,name authority list,"General works, Computer science and Information",001 Knowledge,English,government,Luxembourg,CC BY-SA: Creative Commons Attribution-ShareAlike License,V: general class,Publications Office of the European Union,Continent name authority list,Continent,This table is an internal table at the Publications Office derived from the Countries table.,LU,Luxembourg,L-2985,2 rue Mercier,OP-EU-VOCABULARIES@publications.europa.eu
http://publications.europa.eu/resource/dataset/contract-nature,d8d42085-d898-11e9-9c4e-01aa75ed71a1.0001.03,Contract nature,PublicationsEuropeEU,op-eu-vocabularies@publications.europa.eu,1,1,0,EN,2019-09-18,http://viaf.org/viaf/229069752,Publications Office of the European Union,Free,SKOS,name authority list,"General works, Computer science and Information",001 Knowledge,English,government,Luxembourg,CC BY-SA: Creative Commons Attribution-ShareAlike License,V: general class,Publications Office of the European Union,Contract nature name authority list,Contract nature,"This table provides a list of different types of subjects and goods that can be acquired by means of a public contract such as works, supplies and services by one or more contracting authorities from economic operators.",LU,Luxembourg,L-2985,2 rue Mercier,OP-EU-VOCABULARIES@publications.europa.eu
http://publications.europa.eu/resource/dataset/corporate-body,07e1a665-2b56-11e7-9412-01aa75ed71a1.0001.10,Corporate body,PublicationsEuropeEU,op-eu-vocabularies@publications.europa.eu,1,1,0,EN,2012-07-05,http://viaf.org/viaf/229069752,Publications Office of the European Union,Free,SKOS,name authority list,"General works, Computer science and Information",001 Knowledge,English,government,Luxembourg,CC BY-SA: Creative Commons Attribution-ShareAlike License,V: general class,Publications Office of the European Union,Corporate body name authority list,Corporate body,"This table provides the varying names of EU corporate bodies for a given time span. Some other corporate bodies are also included as far as they are used in the various systems in the Publications Office. They are classified accordingly in ""EU"" | ""INT (for international)"" | ""Other"". The traceability of the chronological modifications is ensured when possible.<br/><br/>For the EU Corporate bodies, the legal basis is also indicated, as far as they are known.<br/><br/>As the official languages have changed over the time, the translations are provided in the existing official languages for a given period. The names are provided under the labels and in a longer form (e.g. Committee of the Regions | Committee of the Regions of the European Union).<br/><br/>A bi-directional vertical relationship shows how the entities are connected in a parent-child relationship.<br/><br/>A bi-directional horizontal relationship is establish between the entities, starting at a given date and, if the case occurs, the link to the successor and the predecessor.<br/><br/>",LU,Luxembourg,L-2985,2 rue Mercier,OP-EU-VOCABULARIES@publications.europa.eu
http://publications.europa.eu/resource/dataset/corporate-body-classification,9ef4f223-e3e8-11e7-9749-01aa75ed71a1.0001.06,Corporate body classification,PublicationsEuropeEU,op-eu-vocabularies@publications.europa.eu,1,1,0,EN,2018-09-26,http://viaf.org/viaf/229069752,Publications Office of the European Union,Free,SKOS,name authority list,"General works, Computer science and Information",001 Knowledge,English,government,Luxembourg,CC BY-SA: Creative Commons Attribution-ShareAlike License,V: general class,Publications Office of the European Union,Corporate body classification name authority list,Corporate body classification,The Corporate body classification NAL provides types of corporate bodies.,LU,Luxembourg,L-2985,2 rue Mercier,OP-EU-VOCABULARIES@publications.europa.eu
http://publications.europa.eu/resource/dataset/correction-status,9d563188-26c3-11e8-ac73-01aa75ed71a1.0001.02,Correction status,PublicationsEuropeEU,op-eu-vocabularies@publications.europa.eu,1,1,0,EN,2016-08-31,http://viaf.org/viaf/229069752,Publications Office of the European Union,Free,SKOS,name authority list,"General works, Computer science and Information",001 Knowledge,English,government,Luxembourg,CC BY-SA: Creative Commons Attribution-ShareAlike License,V: general class,Publications Office of the European Union,Correction status name authority list,Correction status,The Correction status NAL provides the possible statuses of proofreading of labels and descriptions.,LU,Luxembourg,L-2985,2 rue Mercier,OP-EU-VOCABULARIES@publications.europa.eu
http://publications.europa.eu/resource/dataset/country,07ed8d46-2b56-11e7-9412-01aa75ed71a1.0001.10,Country,PublicationsEuropeEU,op-eu-vocabularies@publications.europa.eu,1,1,0,EN,2012-07-05,http://viaf.org/viaf/229069752,Publications Office of the European Union,Free,SKOS,name authority list,"General works, Computer science and Information",001 Knowledge,English,government,Luxembourg,CC BY-SA: Creative Commons Attribution-ShareAlike License,V: general class,Publications Office of the European Union,Country name authority list,Country,"This country codes authority table is intended to provide a code <u>related</u> to the names of the countries – in a short and in a long form – in the 24 official languages of the European Union.These codes are used for the documentary metadata and may present slight differences with those used for the production of documents at a stylistic level.<br/><br/>The ""Authority code"" relays on the ISO 3166-1/alpha-3 positions. If the ISO code doesn't exist, an alpha-numeric code is created. A traceability of this codes creation is ensured and historical relationships are also offered as from 1950 till now with the date(s) of event(s).<br><br>A country code comparison is provided between ISO codes, IANA codes (Internet ccTLDS – Country-code Top-level Domains), and TIR (Transport International par la Route) Vehicle system codes.<br><br>Codes marked in <i>italic</i> are obsolete and should not be used, excepted in the case of back-log work.<br><br>ISO 3166 is the <b>International standard for country codes</b>. The purpose of ISO 3166 is to establish <b>codes for the representation</b> of names of countries. This standard exists in three forms:<ul><li>ISO 3166-1 (2006) contains a <b>two-letter</b> code which is recommended as the general purpose code, a <b>three-letter</b> code which has better mnenomic properties and a numeric-3 code which can be useful if script independence of the codes is important.</li><li>ISO 3166-2 (2007) gives codes for the names of the principal subdivisions (e.g provinces or states) of all countries coded in ISO 3166-1. This code is based on the two-letter code element from ISO 3166-1 followed by a separator and a further string of up to three alphanumeric characters.</li><li>ISO 3166-3 (1999) contains a four-letter code for those country names which have been deleted from ISO 3166-1 since its first publication in 1974. The code elements for formerly used country names have a length of four alphabetical characters (alpha-4 code elements).</li></ul>The ISO 3166-1 is also used by the EU <a href=""http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BM-04-002/EN/KS-BM-04-002-EN.PDF"">Geonomenclature</a> of the Statistical Office, the <a href=""http://www.unece.org/cefact/locode/"">UN/LOCODE</a>, the <a href=""http://www.wipo.int/portal/index.html.en"">World Intellectual Property Organisation</a> (WIPO), the <a href=""http://www.iaea.org/"">International Atomic Energy Agency</a> (IAEA), the <a href=""http://www.iana.org"">Internet Assigned Authority Numbers</a> (IANA) and more <a href=""http://www.iso.org/iso/country_codes/background_on_iso_3166/implementation_of_iso_3166-1.htm"">other organisations</a>.",LU,Luxembourg,L-2985,2 rue Mercier,OP-EU-VOCABULARIES@publications.europa.eu
http://publications.europa.eu/resource/dataset/court-type,89919da5-26c3-11e8-ac73-01aa75ed71a1.0001.02,Court type,PublicationsEuropeEU,op-eu-vocabularies@publications.europa.eu,1,1,0,EN,2016-08-31,http://viaf.org/viaf/229069752,Publications Office of the European Union,Free,SKOS,name authority list,"General works, Computer science and Information",001 Knowledge,English,government,Luxembourg,CC BY-SA: Creative Commons Attribution-ShareAlike License,V: general class,Publications Office of the European Union,Court type name authority list,Court type,The Court type NAL provides a classification of courts.,LU,Luxembourg,L-2985,2 rue Mercier,OP-EU-VOCABULARIES@publications.europa.eu
http://publications.europa.eu/resource/dataset/crawler,6cc6d923-91b1-11e8-8bc1-01aa75ed71a1.0001.03,Crawler,PublicationsEuropeEU,op-eu-vocabularies@publications.europa.eu,1,1,0,EN,2018-07-25,http://viaf.org/viaf/229069752,Publications Office of the European Union,Free,SKOS,name authority list,"General works, Computer science and Information",001 Knowledge,English,government,Luxembourg,CC BY-SA: Creative Commons Attribution-ShareAlike License,V: general class,Publications Office of the European Union,Crawler name authority list,Crawler,The <b>crawler</b> table provides a list of programs used for web crawling designed for web archiving. It has been developed specifically for the EU Web Preservation.,LU,Luxembourg,L-2985,2 rue Mercier,OP-EU-VOCABULARIES@publications.europa.eu
http://publications.europa.eu/resource/dataset/currency,32bd2d70-2b56-11e7-9412-01aa75ed71a1.0001.09,Currency,PublicationsEuropeEU,op-eu-vocabularies@publications.europa.eu,1,1,0,EN,2012-07-05,http://viaf.org/viaf/229069752,Publications Office of the European Union,Free,SKOS,name authority list,"General works, Computer science and Information",001 Knowledge,English,government,Luxembourg,CC BY-SA: Creative Commons Attribution-ShareAlike License,V: general class,Publications Office of the European Union,Currency name authority list,Currency,The Currencies Named Authority List (NAL) or Common Authority Table (CAT) is a controlled vocabulary listing currencies with their authority code and labels in the 24 official languages of the EU (when available). The list is based on the ISO standard ISO 4217. This NAL is maintained by the Publications Office of the EU in its Metadata Registry (MDR).,LU,Luxembourg,L-2985,2 rue Mercier,OP-EU-VOCABULARIES@publications.europa.eu
http://publications.europa.eu/resource/dataset/data-theme,dca1f05f-261c-11e8-ac73-01aa75ed71a1.0001.02,Data theme,PublicationsEuropeEU,op-eu-vocabularies@publications.europa.eu,1,1,0,EN,2015-10-13,http://viaf.org/viaf/229069752,Publications Office of the European Union,Free,SKOS,name authority list,"General works, Computer science and Information",001 Knowledge,English,government,Luxembourg,CC BY-SA: Creative Commons Attribution-ShareAlike License,V: general class,Publications Office of the European Union,Data theme name authority list,Data theme,This table provides the various themes used for dataset classification. The table has been developed in the context of the revision of the DCAT-AP. The themes have been defined by the working group in charge of the revision of the DCAT-AP.,LU,Luxembourg,L-2985,2 rue Mercier,OP-EU-VOCABULARIES@publications.europa.eu
http://publications.europa.eu/resource/dataset/dataset-status,00c297da-261d-11e8-ac73-01aa75ed71a1.0001.02,Dataset status,PublicationsEuropeEU,op-eu-vocabularies@publications.europa.eu,1,1,0,EN,2015-10-13,http://viaf.org/viaf/229069752,Publications Office of the European Union,Free,SKOS,name authority list,"General works, Computer science and Information",001 Knowledge,English,government,Luxembourg,CC BY-SA: Creative Commons Attribution-ShareAlike License,V: general class,Publications Office of the European Union,Dataset status name authority list,Dataset status,This table provides possible statuses for datasets. It has been developed specifically for the EU Open Data Portal.,LU,Luxembourg,L-2985,2 rue Mercier,OP-EU-VOCABULARIES@publications.europa.eu
http://publications.europa.eu/resource/dataset/dataset-type,9f69d404-e3e8-11e7-9749-01aa75ed71a1.0001.06,Dataset type,PublicationsEuropeEU,op-eu-vocabularies@publications.europa.eu,1,1,0,EN,2015-10-13,http://viaf.org/viaf/229069752,Publications Office of the European Union,Free,SKOS,name authority list,"General works, Computer science and Information",001 Knowledge,English,government,Luxembourg,CC BY-SA: Creative Commons Attribution-ShareAlike License,V: general class,Publications Office of the European Union,Dataset type name authority list,Dataset type,This table provides possible types for categorising a dataset. It has been developed specifically for the EU Open Data Portal.,LU,Luxembourg,L-2985,2 rue Mercier,OP-EU-VOCABULARIES@publications.europa.eu
http://publications.europa.eu/resource/dataset/det,617f3f6e-d9e8-11e9-9c4e-01aa75ed71a1.0001.02,Digital Europa Thesaurus,PublicationsEuropeEU,op-eu-vocabularies@publications.europa.eu,1,1,0,EN,2019-09-18,http://viaf.org/viaf/229069752,Publications Office of the European Union,Free,SKOS,thesaurus,"General works, Computer science and Information",001 Knowledge,English,government,Luxembourg,CC BY-SA: Creative Commons Attribution-ShareAlike License,V: general class,Publications Office of the European Union,Digital Europa Thesaurus thesaurus,Digital Europa Thesaurus,"<p>The Digital Europa Thesaurus (DET) is a multilingual thesaurus covering the main subject matters of the European Commission's public communications.</p>",LU,Luxembourg,L-2985,2 rue Mercier,OP-EU-VOCABULARIES@publications.europa.eu
http://publications.europa.eu/resource/dataset/direct-award-justification,ce94fe09-d898-11e9-9c4e-01aa75ed71a1.0001.03,Direct award justification,PublicationsEuropeEU,op-eu-vocabularies@publications.europa.eu,1,1,0,EN,2019-09-18,http://viaf.org/viaf/229069752,Publications Office of the European Union,Free,SKOS,name authority list,"General works, Computer science and Information",001 Knowledge,English,government,Luxembourg,CC BY-SA: Creative Commons Attribution-ShareAlike License,V: general class,Publications Office of the European Union,Direct award justification name authority list,Direct award justification,This table provides the list of reasons for using a procedure which allows awarding contracts directly without the requirement of publishing a call for competition in the Official Journal of the European Union.,LU,Luxembourg,L-2985,2 rue Mercier,OP-EU-VOCABULARIES@publications.europa.eu
http://publications.europa.eu/resource/dataset/distribution-type,7b7dd061-261d-11e8-ac73-01aa75ed71a1.0001.02,Distribution type,PublicationsEuropeEU,op-eu-vocabularies@publications.europa.eu,1,1,0,EN,2015-10-13,http://viaf.org/viaf/229069752,Publications Office of the European Union,Free,SKOS,name authority list,"General works, Computer science and Information",001 Knowledge,English,government,Luxembourg,CC BY-SA: Creative Commons Attribution-ShareAlike License,V: general class,Publications Office of the European Union,Distribution type name authority list,Distribution type,This table provides possible distribution types. It has been developed specifically for the EU Open Data Portal.,LU,Luxembourg,L-2985,2 rue Mercier,OP-EU-VOCABULARIES@publications.europa.eu
http://publications.europa.eu/resource/dataset/document-collection,fa5a0428-2c4c-11e8-b5fe-01aa75ed71a1.0001.02,Document collection,PublicationsEuropeEU,op-eu-vocabularies@publications.europa.eu,1,1,0,EN,2018-03-21,http://viaf.org/viaf/229069752,Publications Office of the European Union,Free,SKOS,name authority list,"General works, Computer science and Information",001 Knowledge,English,government,Luxembourg,CC BY-SA: Creative Commons Attribution-ShareAlike License,V: general class,Publications Office of the European Union,Document collection name authority list,Document collection,This technical table provides the codes used for internal purposes in the CELLAR application.,LU,Luxembourg,L-2985,2 rue Mercier,OP-EU-VOCABULARIES@publications.europa.eu
http://publications.europa.eu/resource/dataset/documentation-type,f69a57b9-261c-11e8-ac73-01aa75ed71a1.0001.02,Documentation type,PublicationsEuropeEU,op-eu-vocabularies@publications.europa.eu,1,1,0,EN,2015-10-13,http://viaf.org/viaf/229069752,Publications Office of the European Union,Free,SKOS,name authority list,"General works, Computer science and Information",001 Knowledge,English,government,Luxembourg,CC BY-SA: Creative Commons Attribution-ShareAlike License,V: general class,Publications Office of the European Union,Documentation type name authority list,Documentation type,This table provides possible documentation types. It has been developed specifically for the EU Open Data Portal.,LU,Luxembourg,L-2985,2 rue Mercier,OP-EU-VOCABULARIES@publications.europa.eu
